date,symbol,open,high,low,close,volume,adj_close
2024-07-26,MSFT,437.42,450.64,404.08,435.16,1750618,434.25
2024-07-27,MSFT,430.59,467.42,403.39,430.96,7870300,428.7
2024-07-28,MSFT,452.81,494.44,431.86,469.97,8269296,460.75
2024-07-29,MSFT,456.25,499.07,438.6,439.47,7753554,435.14
2024-07-30,MSFT,461.08,514.8,418.04,473.0,5729560,474.63
2024-07-31,MSFT,452.34,477.39,443.02,454.92,5680116,450.35
2024-08-01,MSFT,468.2,479.51,464.58,467.52,8355484,468.77
2024-08-02,MSFT,482.5,519.17,464.62,506.58,3399762,511.82
2024-08-03,MSFT,515.02,561.18,464.4,506.19,3643438,512.99
2024-08-04,MSFT,510.33,550.03,484.68,508.69,4548485,509.89
2024-08-05,MSFT,497.69,531.84,429.49,475.18,3329682,476.85
2024-08-06,MSFT,480.73,533.44,451.69,492.13,4186682,484.05
2024-08-07,MSFT,493.96,530.71,481.13,510.17,8246029,518.04
2024-08-08,MSFT,519.5,546.68,500.34,532.16,5579305,523.41
2024-08-09,MSFT,524.64,563.19,481.37,540.72,8385933,549.52
2024-08-10,MSFT,522.47,563.89,459.24,506.65,6005702,516.76
2024-08-11,MSFT,545.19,580.32,520.22,531.6,7757639,521.57
2024-08-12,MSFT,523.28,563.43,491.0,512.3,8243196,511.55
2024-08-13,MSFT,512.23,544.34,487.48,518.48,3318121,518.93
2024-08-14,MSFT,536.22,539.36,497.21,518.17,9845152,509.39
2024-08-15,MSFT,546.01,571.45,508.47,532.48,2014960,541.07
2024-08-16,MSFT,530.6,532.36,462.28,508.77,4551886,511.13
2024-08-17,MSFT,532.29,596.6,486.07,548.02,5086357,548.68
2024-08-18,MSFT,505.72,539.52,451.72,484.97,2842544,491.99
2024-08-19,MSFT,527.2,567.07,509.54,533.8,8690171,526.03
2024-08-20,MSFT,558.22,610.01,524.24,534.33,9525882,541.85
2024-08-21,MSFT,556.29,557.96,536.13,538.47,7220715,534.17
2024-08-22,MSFT,554.25,593.87,519.73,562.29,7667666,556.8
2024-08-23,MSFT,553.44,570.57,519.36,565.41,7483117,560.93
2024-08-24,MSFT,532.71,575.2,505.35,514.56,4470134,514.2
2024-08-25,MSFT,554.23,599.78,546.66,548.1,6055661,554.83
2024-08-26,MSFT,597.97,616.02,582.21,598.5,6837032,609.67
2024-08-27,MSFT,625.02,665.79,587.58,643.3,8841950,646.5
2024-08-28,MSFT,629.1,696.76,629.01,643.43,4374444,646.6
2024-08-29,MSFT,672.56,683.37,630.36,649.81,4164610,646.24
2024-08-30,MSFT,683.99,737.76,630.22,660.82,9106109,653.48
2024-08-31,MSFT,732.11,785.61,686.39,756.04,2590123,750.61
2024-09-01,MSFT,731.27,755.35,673.46,709.88,3753022,703.03
2024-09-02,MSFT,728.65,765.87,657.27,742.46,7124412,738.85
2024-09-03,MSFT,734.02,789.69,709.86,768.93,4566314,771.67
2024-09-04,MSFT,787.44,846.89,774.05,782.14,9479423,788.74
2024-09-05,MSFT,819.59,869.73,752.77,846.46,2517243,830.93
2024-09-06,MSFT,824.77,935.99,817.9,853.2,4335603,855.08
2024-09-07,MSFT,839.79,909.14,743.23,799.96,4902361,810.24
2024-09-08,MSFT,850.78,894.32,806.79,845.34,4259593,857.12
2024-09-09,MSFT,833.51,875.21,748.5,807.22,1148957,799.21
2024-09-10,MSFT,810.71,863.95,758.12,846.59,1658144,851.4
2024-09-11,MSFT,872.93,930.55,871.8,874.97,8411196,859.15
2024-09-12,MSFT,891.47,935.71,874.81,931.54,4356782,948.85
2024-09-13,MSFT,1112.79,1154.57,1024.22,1074.35,8258763,1085.37
2024-09-14,MSFT,1194.96,1218.86,1118.95,1152.38,3630674,1147.3
2024-09-15,MSFT,1283.5,1331.97,1254.16,1279.13,2181990,1299.91
2024-09-16,MSFT,1274.32,1278.17,1143.91,1220.27,1257315,1237.86
2024-09-17,MSFT,1355.62,1428.7,1335.8,1338.73,7627199,1332.19
2024-09-18,MSFT,1420.96,1522.47,1299.66,1379.62,3308274,1372.16
2024-09-19,MSFT,1504.84,1546.28,1478.48,1504.01,2657650,1490.8
2024-09-20,MSFT,1519.12,1557.16,1464.31,1491.94,7637821,1509.13
2024-09-21,MSFT,1577.26,1689.22,1518.29,1574.33,1010918,1544.15
2024-09-22,MSFT,1526.21,1737.25,1479.59,1582.63,1121170,1564.31
2024-09-23,MSFT,1608.66,1705.22,1454.65,1545.62,6418913,1551.65
2024-09-24,MSFT,1692.36,1817.13,1627.13,1720.32,4659118,1741.09
2024-09-25,MSFT,1745.04,1749.85,1599.27,1731.0,1371820,1739.66
2024-09-26,MSFT,1675.71,1782.7,1479.88,1618.93,2192083,1599.43
2024-09-27,MSFT,1592.43,1734.83,1568.34,1657.24,5736152,1664.35
2024-09-28,MSFT,1555.53,1617.65,1405.48,1532.74,5295285,1548.08
2024-09-29,MSFT,1529.76,1585.95,1398.11,1552.65,8898211,1573.03
2024-09-30,MSFT,1526.87,1624.19,1495.41,1511.32,8911665,1523.28
2024-10-01,MSFT,1503.14,1576.29,1355.7,1503.66,6224561,1499.91
2024-10-02,MSFT,1508.3,1613.91,1351.56,1472.62,1093950,1483.13
2024-10-03,MSFT,1530.37,1591.12,1428.37,1488.45,6000789,1497.02
2024-10-04,MSFT,1502.77,1681.99,1498.51,1573.33,3827619,1577.34
2024-10-05,MSFT,1484.76,1516.36,1373.58,1477.23,7608956,1485.82
2024-10-06,MSFT,1517.31,1657.87,1444.47,1479.93,5854777,1466.15
2024-10-07,MSFT,1600.78,1704.04,1461.28,1614.0,9717498,1639.56
2024-10-08,MSFT,1646.92,1743.23,1592.26,1683.74,4620814,1667.58
2024-10-09,MSFT,1721.52,1787.11,1619.44,1704.64,2310062,1699.66
2024-10-10,MSFT,1661.38,1851.66,1508.65,1718.1,4051120,1751.39
2024-10-11,MSFT,1698.84,1771.52,1485.77,1648.69,2358321,1652.15
2024-10-12,MSFT,1756.52,1858.07,1637.49,1761.72,4158358,1735.76
2024-10-13,MSFT,1701.29,1860.38,1572.62,1739.13,4509860,1761.45
2024-10-14,MSFT,1804.07,1926.4,1652.2,1832.95,7295464,1796.64
2024-10-15,MSFT,1839.63,1899.87,1664.1,1800.18,4642347,1788.23
2024-10-16,MSFT,1862.11,1998.17,1843.94,1949.59,1983856,1942.45
2024-10-17,MSFT,1979.47,2065.62,1756.3,1890.97,5824232,1863.81
2024-10-18,MSFT,2108.78,2186.46,1990.32,2183.14,7755670,2226.38
2024-10-19,MSFT,2220.47,2257.82,2033.43,2116.48,2741759,2085.97
2024-10-20,MSFT,2355.52,2404.72,2284.66,2306.1,5024113,2331.33
2024-10-21,MSFT,2274.42,2412.93,2197.74,2339.54,8739370,2363.72
2024-10-22,MSFT,2531.78,2666.26,2358.74,2518.92,1759415,2567.84
2024-10-23,MSFT,2584.54,2738.11,2490.0,2602.49,7153463,2577.85
2024-10-24,MSFT,2722.01,2800.48,2547.9,2781.36,7069573,2760.06
2024-10-25,MSFT,2656.86,2937.12,2519.26,2675.77,9093910,2651.99
2024-10-26,MSFT,2827.68,2992.71,2441.23,2704.69,9093618,2729.75
2024-10-27,MSFT,2748.07,3049.68,2672.07,2850.56,3844804,2874.08
2024-10-28,MSFT,2636.81,2651.17,2355.59,2557.34,9565446,2526.84
2024-10-29,MSFT,2830.96,3077.71,2644.0,2824.7,1905959,2817.3
2024-10-30,MSFT,2821.09,2828.99,2771.48,2783.81,7907577,2741.26
2024-10-31,MSFT,2796.95,3062.96,2613.16,2719.47,3938085,2678.79
2024-11-01,MSFT,2983.97,3002.02,2815.6,2862.16,1321669,2873.69
2024-11-02,MSFT,3107.53,3379.18,2938.34,3111.62,1703669,3143.26
2024-11-03,MSFT,3153.66,3288.29,3072.86,3121.62,3741385,3174.45
2024-11-04,MSFT,2655.65,2953.25,2553.62,2754.13,6737823,2749.15
2024-11-05,MSFT,2827.02,2917.6,2550.46,2743.48,4874843,2754.66
2024-11-06,MSFT,2728.46,2988.75,2478.05,2625.96,8437346,2590.27
2024-11-07,MSFT,2653.9,2864.63,2577.92,2601.04,6822629,2567.23
2024-11-08,MSFT,2718.57,2929.01,2527.38,2807.05,2529577,2751.47
2024-11-09,MSFT,2807.98,2962.32,2494.37,2703.61,4340899,2734.97
2024-11-10,MSFT,2816.33,2995.0,2718.9,2950.25,9690952,2961.92
2024-11-11,MSFT,2813.32,3068.16,2663.0,2805.14,6163908,2857.47
2024-11-12,MSFT,2969.08,3145.24,2880.48,3005.02,3177807,3001.45
2024-11-13,MSFT,3000.75,3242.5,2748.34,3012.26,6363994,3030.93
2024-11-14,MSFT,3658.38,3849.95,3181.63,3489.43,9782618,3475.15
2024-11-15,MSFT,3568.06,3645.31,3113.18,3433.59,6296106,3486.31
2024-11-16,MSFT,3036.84,3192.89,2738.82,2910.14,4225787,2896.6
2024-11-17,MSFT,3250.94,3545.67,2926.99,3387.58,7031738,3438.39
2024-11-18,MSFT,3452.33,3750.84,3196.32,3432.98,6910441,3381.41
2024-11-19,MSFT,3517.79,3802.75,3089.8,3383.09,6988241,3398.56
2024-11-20,MSFT,3598.84,3937.71,3536.28,3547.48,9515421,3544.49
2024-11-21,MSFT,3624.35,3653.86,3372.59,3608.12,7590364,3583.86
2024-11-22,MSFT,3692.83,4042.3,3359.23,3713.49,2119797,3772.96
2024-11-23,MSFT,3951.17,4150.33,3510.8,3809.69,4671748,3751.73
2024-11-24,MSFT,4066.59,4319.07,3647.68,3984.82,8681632,4014.96
2024-11-25,MSFT,4339.85,4690.83,4143.01,4352.07,2378149,4278.93
2024-11-26,MSFT,4006.51,4121.18,3791.27,4080.74,3628146,4050.59
2024-11-27,MSFT,3937.33,3979.19,3733.32,3765.17,7521035,3822.12
2024-11-28,MSFT,3854.61,3890.01,3621.72,3702.73,6451258,3683.85
2024-11-29,MSFT,3683.41,3999.0,3309.43,3600.16,8892217,3664.54
2024-11-30,MSFT,3857.42,3968.41,3639.05,3909.36,1653209,3918.96
2024-12-01,MSFT,3972.61,4065.23,3674.89,3973.46,3212158,4020.48
2024-12-02,MSFT,4050.22,4137.19,3674.95,4074.31,6731417,4109.63
2024-12-03,MSFT,3961.41,4031.81,3554.14,3865.88,8626469,3837.81
2024-12-04,MSFT,4160.19,4567.62,3904.97,4181.26,8152724,4155.44
2024-12-05,MSFT,4184.89,4459.31,3821.68,4314.68,2544739,4348.01
2024-12-06,MSFT,4140.43,4453.64,3680.59,4064.3,8561393,4047.98
2024-12-07,MSFT,4020.57,4177.55,3782.86,3980.27,5984493,3905.58
2024-12-08,MSFT,4227.22,4341.74,3834.58,4261.37,5087514,4305.08
2024-12-09,MSFT,4381.52,4747.95,3918.51,4207.38,8514407,4175.57
2024-12-10,MSFT,4245.29,4594.69,4131.68,4244.54,9147081,4247.26
2024-12-11,MSFT,4326.45,4591.62,4050.17,4283.67,8206979,4281.16
2024-12-12,MSFT,4179.8,4595.5,3628.8,3998.82,4714341,4032.61
2024-12-13,MSFT,4192.45,4239.89,3745.41,4021.9,3618607,4095.9
2024-12-14,MSFT,4382.72,4742.94,4344.67,4586.24,8899593,4568.31
2024-12-15,MSFT,4485.22,4759.67,4280.45,4670.14,6897543,4666.74
2024-12-16,MSFT,4547.69,4980.91,4455.82,4508.45,6107567,4424.37
2024-12-17,MSFT,4332.16,4460.33,4030.08,4126.84,8083876,4048.73
2024-12-18,MSFT,4673.35,4743.54,4403.6,4741.44,5340792,4706.07
2024-12-19,MSFT,4470.08,4770.93,4200.79,4556.91,8304804,4585.33
2024-12-20,MSFT,4263.99,4641.58,3859.23,4081.44,9544567,4101.3
2024-12-21,MSFT,4602.5,4885.33,4238.59,4720.88,2689989,4700.79
2024-12-22,MSFT,4923.51,5208.94,4416.46,4809.23,6756003,4767.8
2024-12-23,MSFT,5727.3,5985.3,5317.43,5497.75,1606794,5476.75
2024-12-24,MSFT,5289.18,5443.2,4891.21,5029.27,7885707,5040.13
2024-12-25,MSFT,5617.43,6396.82,5250.6,5840.81,4870172,5921.37
2024-12-26,MSFT,5400.94,5933.21,5178.94,5315.74,9624264,5276.01
2024-12-27,MSFT,5188.2,5534.86,4980.62,5061.11,5506078,5099.23
2024-12-28,MSFT,5477.25,5647.03,4977.05,5635.2,7980486,5547.25
2024-12-29,MSFT,5344.03,5721.45,5314.96,5375.58,4503117,5417.78
2024-12-30,MSFT,5763.87,6222.95,5338.05,5739.7,3457681,5728.12
2024-12-31,MSFT,5595.26,5884.58,5202.11,5414.56,4880171,5473.24
2025-01-01,MSFT,5646.55,5774.04,5063.26,5610.42,8947240,5628.13
2025-01-02,MSFT,5451.28,5921.8,5009.77,5572.13,6021766,5657.06
2025-01-03,MSFT,5403.01,5732.68,5357.97,5373.68,6486464,5303.19
2025-01-04,MSFT,5193.13,5224.23,4919.79,5165.73,3790853,5253.25
2025-01-05,MSFT,5549.8,5888.25,5516.55,5711.15,2649508,5785.05
2025-01-06,MSFT,5750.07,6011.24,5305.3,5605.55,1691935,5650.53
2025-01-07,MSFT,5717.19,6198.9,5462.29,5830.55,9846194,5817.42
2025-01-08,MSFT,5454.39,5909.05,5218.97,5259.71,3171707,5216.12
2025-01-09,MSFT,5504.78,6272.44,5425.47,5740.38,2267720,5709.97
2025-01-10,MSFT,5629.58,5717.13,5247.91,5507.27,1208853,5494.71
2025-01-11,MSFT,5861.22,5906.94,5590.4,5657.81,5838164,5607.68
2025-01-12,MSFT,5698.99,5957.81,5430.32,5607.81,7663249,5591.57
2025-01-13,MSFT,5517.95,5753.19,5216.17,5590.58,3058383,5481.68
2025-01-14,MSFT,5325.06,5668.58,5218.56,5251.8,6005414,5297.05
2025-01-15,MSFT,5684.96,5912.63,5597.36,5708.92,8326846,5662.21
2025-01-16,MSFT,6037.38,6611.73,5728.74,5794.51,2332688,5884.4
2025-01-17,MSFT,6218.47,6513.68,6084.12,6114.03,2786846,6029.87
2025-01-18,MSFT,6636.99,7295.88,6094.54,6782.55,7395406,6647.16
2025-01-19,MSFT,7093.62,8106.65,6898.23,7445.59,8889020,7460.88
2025-01-20,MSFT,6975.83,7336.82,6685.79,7096.6,2893601,7006.01
2025-01-21,MSFT,7232.67,8035.73,6832.81,7430.38,7636108,7469.63
2025-01-22,MSFT,7527.53,8188.21,6749.67,7161.54,3198622,7098.3
2025-01-23,MSFT,7923.62,8473.52,7161.02,7825.36,5892918,7950.64
2025-01-24,MSFT,7547.43,8324.47,7477.04,7640.72,5838283,7574.72
2025-01-25,MSFT,8010.42,9033.25,7429.82,8331.54,8563953,8291.76
2025-01-26,MSFT,8118.32,8320.26,7797.16,8136.88,9732431,7990.71
2025-01-27,MSFT,8040.09,8615.61,7533.36,8111.32,7902529,8197.91
2025-01-28,MSFT,8237.36,8526.94,7356.51,7906.86,2979231,7986.49
2025-01-29,MSFT,8492.55,9417.79,8331.24,8729.01,6320812,8848.66
2025-01-30,MSFT,8813.89,9331.38,8232.57,9251.26,3569749,9198.28
2025-01-31,MSFT,8752.48,8811.88,7791.86,8442.5,5004927,8562.01
2025-02-01,MSFT,8421.45,8935.35,7632.58,8193.07,5118299,8041.95
2025-02-02,MSFT,8448.08,9218.48,8184.75,8743.61,8472336,8876.86
2025-02-03,MSFT,8902.62,9322.98,8047.75,9242.92,9649676,9162.2
2025-02-04,MSFT,9282.02,9958.18,8759.8,8994.79,7360971,9046.76
2025-02-05,MSFT,9339.44,9835.46,9051.69,9581.66,1548247,9743.94
2025-02-06,MSFT,9708.43,11159.82,9385.05,10148.93,9525112,10072.87
2025-02-07,MSFT,9902.45,10406.44,9106.08,9773.12,1715646,9788.62
2025-02-08,MSFT,10243.1,10818.3,9580.24,10080.0,3094513,10172.61
2025-02-09,MSFT,10101.88,11323.03,9659.65,10303.92,9433474,10460.97
2025-02-10,MSFT,10202.2,10823.82,9498.14,9879.02,7805602,9862.15
2025-02-11,MSFT,9811.36,9917.43,9081.86,9669.38,4420358,9726.59
2025-02-12,MSFT,10589.68,11434.04,9309.93,10093.52,3604816,10182.53
2025-02-13,MSFT,10239.22,10949.94,9496.4,10649.89,6336369,10711.81
2025-02-14,MSFT,10785.89,10927.37,10222.63,10868.66,5942966,10675.13
2025-02-15,MSFT,11440.25,11868.12,10165.38,10946.89,3011329,10931.97
2025-02-16,MSFT,10963.42,11175.95,10126.08,11093.15,1579206,10882.9
2025-02-17,MSFT,10724.37,11026.91,9321.81,10353.67,9272775,10312.63
2025-02-18,MSFT,10834.6,11341.08,9788.7,10840.51,8560806,10960.4
2025-02-19,MSFT,10371.16,11493.52,10056.95,10715.52,4781413,10553.19
2025-02-20,MSFT,10778.52,11458.76,10250.53,11129.35,7738137,11149.12
2025-02-21,MSFT,10338.76,10971.18,9836.41,10098.48,5996467,9964.41
2025-02-22,MSFT,10998.56,12066.67,9746.11,10454.52,3959464,10595.35
2025-02-23,MSFT,11674.4,11735.02,11287.02,11342.94,5521083,11440.28
2025-02-24,MSFT,9991.91,10504.4,9908.22,9937.44,4420431,10107.55
2025-02-25,MSFT,9715.42,9880.19,9245.76,9803.1,2784341,9762.64
2025-02-26,MSFT,10437.42,11368.66,9534.82,10498.98,9612910,10391.96
2025-02-27,MSFT,11177.63,11446.05,10937.4,11036.77,9223519,11228.55
2025-02-28,MSFT,11367.69,11838.11,10983.34,11016.46,8269680,11099.1
2025-03-01,MSFT,11800.43,11991.02,11097.96,11861.54,5991425,11641.75
2025-03-02,MSFT,12562.6,13468.91,11783.92,12368.73,4214692,12387.36
2025-03-03,MSFT,12184.49,12187.01,10731.65,11667.14,8110206,11883.01
2025-03-04,MSFT,12281.49,12584.9,11868.72,12501.87,9019971,12450.62
2025-03-05,MSFT,13089.77,14498.83,12917.13,13233.35,6046913,13096.75
2025-03-06,MSFT,13670.61,14931.36,13250.72,13549.7,3354120,13371.03
2025-03-07,MSFT,13097.32,13942.61,11955.74,12891.87,8996955,13061.17
2025-03-08,MSFT,13220.27,14471.3,12842.78,13108.78,3786503,12972.15
2025-03-09,MSFT,12966.67,13867.75,11710.85,12516.57,6288742,12646.3
2025-03-10,MSFT,12944.67,13024.86,11893.69,12563.59,9169281,12542.44
2025-03-11,MSFT,13092.86,13842.62,12563.45,13019.39,4687261,13105.44
2025-03-12,MSFT,13000.3,13697.74,12221.45,13151.7,8217374,13344.42
2025-03-13,MSFT,13733.99,15160.49,12492.31,14368.3,6830793,14313.27
2025-03-14,MSFT,13414.85,14302.97,12356.91,13345.51,4868769,13505.08
2025-03-15,MSFT,12929.91,13817.01,11536.21,12731.43,9060712,12580.24
2025-03-16,MSFT,13831.89,15399.65,13089.08,14490.03,6155280,14542.4
2025-03-17,MSFT,14260.26,15227.57,13171.53,14328.53,4179099,14492.48
2025-03-18,MSFT,14427.32,15074.48,14256.64,14656.2,1881436,14948.73
2025-03-19,MSFT,14092.93,14659.2,13193.73,13557.98,1466913,13678.11
2025-03-20,MSFT,13550.5,14901.89,13171.63,14048.76,7853126,14017.43
2025-03-21,MSFT,13972.72,15385.24,13184.87,14267.8,5984357,14334.87
2025-03-22,MSFT,14559.1,14870.65,13973.6,14615.41,2182603,14593.56
2025-03-23,MSFT,15029.12,15697.11,14209.26,15408.63,4664694,15275.63
2025-03-24,MSFT,14376.98,15486.62,13383.58,14455.71,2232402,14635.0
2025-03-25,MSFT,13881.03,15060.85,13140.48,14017.24,1681627,13964.73
2025-03-26,MSFT,14519.0,15364.78,12969.96,13951.8,4057858,13919.3
2025-03-27,MSFT,14748.11,15589.39,14051.71,14679.46,7303058,14754.26
2025-03-28,MSFT,15317.48,16053.29,13587.06,14635.17,8325416,14849.41
2025-03-29,MSFT,15828.56,16913.76,14803.92,16050.76,6510224,15941.95
2025-03-30,MSFT,16532.9,16884.37,15830.42,16191.18,7250353,15995.69
2025-03-31,MSFT,16827.52,18191.45,15473.37,16309.61,6337194,16406.25
2025-04-01,MSFT,16871.34,19024.36,16670.18,17558.02,5715600,17441.21
2025-04-02,MSFT,17049.97,18006.89,15614.71,17214.4,9732792,17270.77
2025-04-03,MSFT,16389.42,17582.32,15469.88,15729.93,3481125,15838.01
2025-04-04,MSFT,13703.07,14328.99,12766.08,14004.64,9419440,13957.61
2025-04-05,MSFT,14247.55,15753.31,14218.01,14342.93,3690436,14459.2
2025-04-06,MSFT,14084.61,15022.59,13044.27,13822.11,2889560,14005.0
2025-04-07,MSFT,14580.8,15405.41,14322.84,14533.99,3796528,14328.29
2025-04-08,MSFT,15018.59,16349.45,13369.69,14844.01,1467021,14605.74
2025-04-09,MSFT,15720.38,16673.66,14256.06,16425.35,2097859,16124.65
2025-04-10,MSFT,15295.34,16500.32,14916.17,15049.04,9646454,15122.05
2025-04-11,MSFT,14718.0,15504.04,12837.09,13988.67,1711784,13829.96
2025-04-12,MSFT,14455.92,15916.71,13508.38,15124.08,7222789,15375.84
2025-04-13,MSFT,14856.09,16970.51,13776.21,15537.33,7678095,15593.33
2025-04-14,MSFT,14353.56,15425.71,13295.37,14291.42,8272454,14091.21
2025-04-15,MSFT,15499.04,16104.69,14711.47,15286.87,1297189,15404.31
2025-04-16,MSFT,14730.72,15890.61,14282.84,14917.82,9638463,14687.9
2025-04-17,MSFT,14734.08,15202.26,13560.03,14762.52,6366176,14900.29
2025-04-18,MSFT,15338.24,15670.55,13227.18,14612.51,7219957,14803.81
2025-04-19,MSFT,14595.58,15529.1,14435.77,14801.43,1504856,14783.89
2025-04-20,MSFT,15120.73,16763.56,14767.94,15474.24,9907789,15188.49
2025-04-21,MSFT,14884.59,16014.24,14457.66,15091.03,3891088,15093.22
2025-04-22,MSFT,16062.07,16496.64,14454.54,15954.4,9415071,16108.59
2025-04-23,MSFT,15464.19,16808.1,14266.23,16189.54,4156517,15922.62
2025-04-24,MSFT,15824.41,17707.29,15048.26,16309.23,5967210,16576.35
2025-04-25,MSFT,16375.79,16857.04,16237.04,16657.62,7230092,16491.97
2025-04-26,MSFT,16336.36,17717.17,15362.53,15726.45,3713110,15682.89
2025-04-27,MSFT,16812.03,17806.44,15675.09,16131.3,9411338,16128.26
2025-04-28,MSFT,16013.08,17284.7,14336.55,15235.94,3762077,15045.79
2025-04-29,MSFT,16788.02,17363.32,15844.43,17259.64,8113208,17161.59
2025-04-30,MSFT,17490.4,19029.32,15898.15,18133.85,1120936,18143.8
2025-05-01,MSFT,18730.43,19492.44,17235.17,18557.07,9059806,18225.58
2025-05-02,MSFT,19417.07,19732.16,18528.0,19221.92,7571520,19311.64
2025-05-03,MSFT,20851.95,21777.94,19095.22,20683.39,6586429,20737.96
2025-05-04,MSFT,21373.21,22224.41,19599.86,21902.74,6988307,21621.3
2025-05-05,MSFT,21175.72,22357.75,20080.54,21111.68,9627273,20838.46
2025-05-06,MSFT,20220.84,20797.73,18995.83,19519.22,4763716,19256.27
2025-05-07,MSFT,21197.3,23044.5,19174.58,22225.43,7691329,22098.8
2025-05-08,MSFT,21138.98,22168.35,19458.21,21687.91,7741195,21690.32
2025-05-09,MSFT,21302.65,22124.6,18638.14,20421.45,3082794,20800.52
2025-05-10,MSFT,21867.6,24030.79,20279.95,21398.03,2563483,21316.76
2025-05-11,MSFT,22651.12,23319.53,21579.8,22056.55,7033229,22242.17
2025-05-12,MSFT,23442.35,25624.47,22257.82,23076.01,2817988,22667.03
2025-05-13,MSFT,24045.39,25929.08,21991.55,23642.75,9577776,23471.3
2025-05-14,MSFT,24948.54,25876.34,23162.19,25619.33,7494352,25244.68
2025-05-15,MSFT,25038.96,26511.45,24339.78,24808.36,3076106,25123.41
2025-05-16,MSFT,26663.53,28327.51,25378.58,25638.17,4768728,26092.14
2025-05-17,MSFT,27478.86,28293.22,26041.24,27887.91,4759513,28361.21
2025-05-18,MSFT,26267.94,27240.65,26019.2,26686.14,1813814,26432.49
2025-05-19,MSFT,28272.89,32557.03,27990.88,29681.76,4717889,30267.33
2025-05-20,MSFT,28826.12,30198.57,28091.54,28579.7,1610290,28088.98
2025-05-21,MSFT,29034.15,29559.7,27711.47,27876.14,9280271,27548.38
2025-05-22,MSFT,28466.94,31486.25,28027.36,29459.09,5888774,29295.83
2025-05-23,MSFT,27943.88,28228.82,25459.75,28202.22,8393124,27811.17
2025-05-24,MSFT,29094.97,32079.15,26509.04,29221.04,9465825,29712.79
2025-05-25,MSFT,29320.42,31869.73,28475.49,30213.75,4100441,29904.62
2025-05-26,MSFT,28423.58,30577.62,27054.65,28354.68,8592516,28523.95
2025-05-27,MSFT,29221.97,31126.59,28203.36,28817.87,7235803,28377.08
2025-05-28,MSFT,28502.96,29053.7,26972.38,28072.65,7405565,28224.44
2025-05-29,MSFT,28513.99,28788.0,27389.75,28318.88,1407072,27812.11
2025-05-30,MSFT,29475.65,32325.86,27678.97,29762.5,4626256,30330.32
2025-05-31,MSFT,31602.53,32651.41,29596.22,31030.98,8007151,31004.27
2025-06-01,MSFT,30551.02,32740.35,28668.56,31796.23,9778910,31515.59
2025-06-02,MSFT,29144.63,31132.03,28517.76,28546.35,4351701,29079.5
2025-06-03,MSFT,30094.77,30759.93,27291.49,29799.84,2003272,30194.85
2025-06-04,MSFT,32448.32,35428.31,30330.95,32089.37,1308986,32040.69
2025-06-05,MSFT,34627.09,35735.33,32075.29,34467.18,4446495,34463.44
2025-06-06,MSFT,34740.19,37005.12,32911.02,35247.15,3804293,35826.55
2025-06-07,MSFT,34323.31,36699.03,34042.08,34173.3,6323843,34158.93
2025-06-08,MSFT,33485.68,33706.4,31632.0,32368.4,5607629,31801.86
2025-06-09,MSFT,34778.54,35507.41,31829.62,34786.03,8027636,34209.61
2025-06-10,MSFT,34582.77,37525.07,32368.96,34997.67,9550812,35106.02
2025-06-11,MSFT,36230.66,39009.7,32693.58,37988.21,3356284,37784.93
2025-06-12,MSFT,34773.02,35458.61,31926.73,34693.84,5862415,34172.31
2025-06-13,MSFT,34098.47,34129.39,31044.49,32492.7,9427273,32669.73
2025-06-14,MSFT,35365.53,37639.02,32417.24,35932.86,7946152,36642.83
2025-06-15,MSFT,35635.13,37960.22,33595.85,35082.03,4935677,35654.52
2025-06-16,MSFT,34467.33,38028.1,32759.14,35907.51,9820510,35898.7
2025-06-17,MSFT,35319.64,35876.96,32767.23,33564.61,1064502,33751.79
2025-06-18,MSFT,37413.75,40225.42,33782.85,39013.9,7376986,39268.6
2025-06-19,MSFT,35888.54,38737.11,34777.4,36938.48,7234481,36980.06
2025-06-20,MSFT,33960.98,37173.44,30933.19,33176.72,6904464,33155.44
2025-06-21,MSFT,37777.77,38990.63,36070.12,36126.99,1311039,35640.92
2025-06-22,MSFT,40112.7,44029.19,37089.8,39787.74,5947611,40511.14
2025-06-23,MSFT,41013.54,41624.3,39027.91,40384.39,5037872,41066.36
2025-06-24,MSFT,43136.87,47822.06,42604.8,44985.97,6907957,44659.55
2025-06-25,MSFT,41748.63,43319.83,37694.44,41818.89,2615505,42548.57
2025-06-26,MSFT,41200.96,44698.56,39433.24,41421.93,4884241,42188.45
2025-06-27,MSFT,43450.72,46852.49,39352.01,41835.07,1933691,41023.97
2025-06-28,MSFT,42429.21,47718.59,40720.95,43943.73,7984763,44796.92
2025-06-29,MSFT,41468.31,44652.62,37293.14,40437.73,8125947,40924.87
2025-06-30,MSFT,43645.99,46934.95,39983.73,43359.89,9291504,43314.41
2025-07-01,MSFT,43006.3,45013.94,40448.74,42855.79,1456669,42052.98
2025-07-02,MSFT,41197.72,45179.53,38705.44,40798.09,4856343,41504.04
2025-07-03,MSFT,41052.74,42869.02,37701.47,42854.24,1588073,42094.96
2025-07-04,MSFT,41227.72,41635.27,40458.89,41481.6,1778021,41831.59
2025-07-05,MSFT,42348.16,43120.25,40067.7,40799.22,8013181,39990.99
2025-07-06,MSFT,41237.59,44847.02,37504.6,40599.63,1063255,40532.22
