date,customer_id,customer_age,customer_gender,category,product,region,channel,quantity,unit_price,discount,total_price,profit_margin
2023-12-20,CUST39501,55,Male,Home & Garden,Furniture,Asia,Marketplace,2,82.19,28.5,117.5,0.21
2023-12-21,CUST14588,59,Male,Beauty,Nail Polish,Europe,Online,4,818.08,6.2,3069.38,0.17
2023-12-21,CUST22925,61,Male,Books,AI Basics,Africa,Mobile App,4,761.32,11.4,2696.66,0.37
2023-12-21,CUST66450,37,Male,Beauty,Hair Products,Asia,Marketplace,2,724.85,19.1,1173.4,0.19
2023-12-21,CUST40655,34,Female,Sports,Yoga Mat,Africa,Retail,5,944.71,22.4,3665.44,0.28
2023-12-21,CUST46945,31,Male,Automotive,Tools,Africa,Retail,1,425.67,11.4,377.03,0.18
2023-12-22,CUST11242,19,Female,Books,Data Science Guide,Europe,Online,1,716.39,27.3,520.98,0.27
2023-12-22,CUST82083,63,Female,Automotive,Tools,North America,Social Media,3,154.54,13.9,399.29,0.16
2023-12-22,CUST41555,27,Other,Toys,Action Figures,Asia,Social Media,1,458.96,9.5,415.21,0.12
2023-12-22,CUST28705,25,Female,Home & Garden,Coffee Maker,Africa,Retail,5,232.16,18.3,948.55,0.26
2023-12-22,CUST37267,74,Female,Electronics,Sony Headphones,Asia,Mobile App,3,151.12,8.2,416.2,0.35
2023-12-22,CUST64431,43,Female,Books,AI Basics,Africa,Online,2,790.24,24.1,1199.69,0.39
2023-12-22,CUST14493,64,Other,Sports,Basketball,South America,Marketplace,1,197.12,11.2,174.98,0.3
2023-12-23,CUST30524,44,Other,Books,Machine Learning,Africa,Marketplace,3,654.99,29.0,1395.84,0.23
2023-12-23,CUST59837,43,Female,Toys,Board Games,South America,Social Media,4,959.25,5.2,3635.87,0.17
2023-12-23,CUST32779,28,Male,Toys,LEGO Set,Asia,Retail,5,885.77,17.2,3667.09,0.26
2023-12-23,CUST75708,50,Male,Clothing,Nike Shoes,North America,Online,1,76.91,17.4,63.56,0.34
2023-12-23,CUST48312,32,Other,Automotive,Tools,South America,Online,2,50.52,25.9,74.87,0.31
2023-12-23,CUST66509,45,Male,Toys,Educational Toys,Europe,Mobile App,2,278.47,4.8,530.17,0.11
2023-12-23,CUST77743,68,Female,Toys,Board Games,Europe,Online,2,854.92,1.2,1688.65,0.1
2023-12-23,CUST30271,48,Other,Home & Garden,Coffee Maker,Australia,Online,1,704.42,11.0,626.61,0.21
2023-12-23,CUST23679,18,Female,Sports,Gym Equipment,Australia,Online,3,838.26,25.0,1886.07,0.34
2023-12-23,CUST49307,53,Other,Books,Data Science Guide,Australia,Online,5,65.8,2.8,319.89,0.28
2023-12-23,CUST98042,43,Other,Beauty,Perfume,South America,Marketplace,4,237.11,17.0,787.21,0.17
2023-12-23,CUST69351,22,Female,Sports,Yoga Mat,South America,Social Media,3,391.79,22.8,907.22,0.11
2023-12-23,CUST44247,74,Other,Automotive,Car Parts,Asia,Social Media,4,861.68,14.6,2943.62,0.11
2023-12-23,CUST28625,56,Female,Home & Garden,Furniture,Australia,Mobile App,3,199.77,0.1,598.78,0.24
2023-12-24,CUST47950,31,Female,Toys,Board Games,North America,Online,2,155.99,20.5,247.99,0.19
2023-12-24,CUST53680,61,Male,Clothing,Zara Dress,South America,Online,3,599.65,29.4,1269.65,0.18
2023-12-24,CUST21726,68,Female,Home & Garden,Kitchen Appliances,South America,Marketplace,2,565.87,1.9,1110.37,0.39
2023-12-24,CUST90183,40,Male,Sports,Gym Equipment,Australia,Retail,1,94.46,29.7,66.43,0.26
2023-12-24,CUST12649,19,Male,Automotive,Cleaning Products,Europe,Marketplace,4,125.19,1.1,495.45,0.25
2023-12-24,CUST47487,61,Male,Home & Garden,Garden Tools,Europe,Social Media,1,494.44,1.3,487.85,0.34
2023-12-24,CUST79575,39,Male,Books,Python Programming,Africa,Social Media,5,94.82,19.7,380.77,0.19
2023-12-24,CUST54849,48,Other,Toys,LEGO Set,North America,Marketplace,1,823.43,20.8,652.04,0.35
2023-12-25,CUST57815,43,Other,Books,Machine Learning,South America,Social Media,4,458.09,1.2,1811.27,0.18
2023-12-25,CUST77990,43,Male,Books,Data Science Guide,Africa,Retail,5,607.24,7.9,2796.02,0.26
2023-12-25,CUST50133,47,Female,Home & Garden,Lighting,Africa,Marketplace,4,270.85,24.1,822.24,0.24
2023-12-25,CUST34088,23,Female,Beauty,Nail Polish,Africa,Online,3,797.71,7.9,2204.58,0.15
2023-12-25,CUST37495,26,Female,Electronics,iPhone 15,Europe,Online,2,288.92,17.4,477.37,0.28
2023-12-25,CUST69984,59,Other,Beauty,Makeup Kit,Africa,Social Media,4,914.93,21.9,2859.42,0.39
2023-12-25,CUST22385,59,Male,Beauty,Nail Polish,South America,Marketplace,5,860.13,7.4,3983.22,0.3
2023-12-25,CUST43230,32,Other,Home & Garden,Kitchen Appliances,North America,Online,3,864.23,10.9,2309.03,0.22
2023-12-25,CUST65090,34,Female,Sports,Yoga Mat,North America,Mobile App,3,434.49,16.9,1083.67,0.32
2023-12-26,CUST13599,64,Other,Electronics,Sony Headphones,Europe,Retail,1,308.42,14.2,264.5,0.34
2023-12-26,CUST29088,41,Female,Beauty,Perfume,North America,Mobile App,1,536.94,21.8,420.09,0.3
2023-12-26,CUST90079,20,Other,Electronics,MacBook Pro,South America,Retail,5,769.76,8.3,3530.85,0.38
2023-12-26,CUST14353,59,Male,Sports,Basketball,South America,Mobile App,1,168.73,29.9,118.36,0.31
2023-12-26,CUST10721,73,Male,Electronics,MacBook Pro,Africa,Marketplace,5,974.73,3.7,4692.28,0.22
2023-12-26,CUST36950,49,Other,Books,AI Basics,Africa,Retail,2,625.93,26.6,918.26,0.24
2023-12-26,CUST57790,19,Male,Home & Garden,Coffee Maker,Australia,Social Media,5,769.61,29.6,2708.32,0.38
2023-12-26,CUST42826,49,Other,Sports,Gym Equipment,Asia,Retail,3,303.77,16.1,764.22,0.25
2023-12-26,CUST36028,21,Other,Toys,Board Games,Asia,Social Media,3,860.4,25.3,1928.92,0.26
2023-12-26,CUST78934,67,Female,Books,Machine Learning,South America,Social Media,1,726.73,16.8,604.58,0.35
2023-12-26,CUST37381,33,Female,Books,Machine Learning,North America,Retail,3,663.31,24.1,1510.33,0.11
2023-12-26,CUST82943,37,Female,Sports,Gym Equipment,Asia,Retail,1,953.14,14.0,819.93,0.19
2023-12-26,CUST17110,53,Other,Sports,Basketball,South America,Mobile App,3,416.63,12.4,1095.14,0.21
2023-12-27,CUST81825,74,Male,Toys,Puzzles,Africa,Online,4,322.54,22.4,1001.08,0.38
2023-12-27,CUST79351,47,Male,Electronics,Samsung TV,Africa,Online,4,684.45,18.6,2229.63,0.23
2023-12-27,CUST50030,48,Male,Books,Machine Learning,Africa,Mobile App,4,414.64,9.7,1497.37,0.2
2023-12-27,CUST15037,59,Other,Books,Python Programming,North America,Marketplace,4,707.44,22.7,2188.67,0.31
2023-12-27,CUST43934,27,Female,Automotive,Tools,North America,Marketplace,2,865.27,0.6,1719.34,0.33
2023-12-27,CUST22997,28,Other,Books,Python Programming,North America,Social Media,2,310.74,14.6,530.83,0.4
2023-12-27,CUST89759,48,Other,Books,AI Basics,Europe,Marketplace,4,944.88,9.3,3429.32,0.26
2023-12-27,CUST29126,26,Female,Electronics,AirPods,South America,Marketplace,3,87.72,23.1,202.32,0.36
2023-12-28,CUST63383,20,Other,Clothing,Levi's Jeans,Asia,Mobile App,2,160.54,24.6,242.13,0.22
2023-12-28,CUST18929,44,Male,Electronics,Samsung TV,South America,Mobile App,4,855.61,22.4,2656.24,0.3
2023-12-28,CUST51757,68,Male,Electronics,MacBook Pro,Europe,Mobile App,2,271.38,17.5,447.96,0.14
2023-12-28,CUST56035,61,Other,Home & Garden,Lighting,South America,Online,1,408.64,27.8,295.15,0.32
2023-12-28,CUST86904,38,Female,Sports,Running Shoes,North America,Retail,5,448.61,6.1,2105.3,0.37
2023-12-28,CUST52908,74,Male,Beauty,Perfume,Australia,Social Media,4,459.07,10.2,1648.28,0.16
2023-12-28,CUST59749,50,Male,Sports,Tennis Racket,South America,Social Media,3,204.7,7.7,567.11,0.36
2023-12-28,CUST70182,41,Male,Automotive,Accessories,South America,Retail,5,872.05,24.3,3301.18,0.33
2023-12-28,CUST81767,38,Female,Home & Garden,Garden Tools,South America,Retail,5,317.06,25.7,1177.31,0.14
2023-12-28,CUST28034,69,Other,Books,AI Basics,Africa,Retail,4,108.67,14.4,371.99,0.36
2023-12-29,CUST97199,68,Male,Automotive,Car Parts,Africa,Mobile App,2,549.0,25.4,818.92,0.17
2023-12-29,CUST93198,30,Other,Home & Garden,Kitchen Appliances,Europe,Marketplace,2,635.06,5.9,1195.22,0.15
2023-12-29,CUST15146,74,Male,Automotive,Maintenance Kits,Asia,Mobile App,5,749.97,12.7,3274.07,0.23
2023-12-29,CUST12603,73,Other,Beauty,Makeup Kit,South America,Social Media,3,798.03,1.2,2366.12,0.3
2023-12-29,CUST33322,69,Male,Clothing,H&M Shirt,Europe,Mobile App,2,318.34,13.1,552.98,0.11
2023-12-29,CUST68624,19,Other,Home & Garden,Furniture,Asia,Retail,3,386.06,15.5,978.12,0.27
2023-12-29,CUST17819,68,Other,Books,Web Development,North America,Online,2,586.69,6.5,1097.3,0.21
2023-12-29,CUST71059,51,Male,Toys,Puzzles,North America,Marketplace,4,743.86,14.6,2541.28,0.15
2023-12-29,CUST24667,38,Female,Toys,Board Games,Australia,Retail,4,764.06,4.0,2933.22,0.38
2023-12-29,CUST88202,50,Other,Clothing,Levi's Jeans,North America,Mobile App,4,142.67,9.0,519.52,0.27
2023-12-29,CUST90089,62,Other,Books,Machine Learning,Australia,Social Media,5,148.92,8.2,683.66,0.26
2023-12-29,CUST90271,25,Other,Toys,LEGO Set,Australia,Retail,1,228.45,27.8,165.05,0.14
2023-12-29,CUST79983,39,Other,Beauty,Skincare Set,Africa,Online,4,309.67,26.8,906.84,0.17
2023-12-29,CUST18908,48,Male,Sports,Running Shoes,Africa,Social Media,2,666.13,7.1,1237.02,0.18
2023-12-29,CUST44786,61,Other,Automotive,Cleaning Products,North America,Social Media,1,30.81,6.9,28.67,0.31
2023-12-30,CUST27290,69,Male,Sports,Gym Equipment,South America,Social Media,1,517.37,11.6,457.34,0.19
2023-12-30,CUST77258,20,Male,Books,Data Science Guide,South America,Online,5,748.36,23.7,2853.5,0.24
2023-12-30,CUST40578,55,Other,Home & Garden,Kitchen Appliances,North America,Social Media,5,253.91,27.6,918.53,0.36
2023-12-30,CUST49878,74,Male,Toys,Puzzles,North America,Marketplace,1,637.3,1.6,627.39,0.26
2023-12-30,CUST50376,67,Female,Clothing,Uniqlo Sweater,Europe,Marketplace,2,393.63,25.1,589.63,0.28
2023-12-30,CUST33767,51,Male,Clothing,Adidas Jacket,Asia,Social Media,3,478.98,0.7,1427.16,0.23
2023-12-30,CUST27835,58,Other,Electronics,AirPods,Africa,Social Media,4,547.19,10.2,1965.44,0.35
2023-12-30,CUST17396,42,Other,Automotive,Tools,North America,Social Media,2,872.72,25.2,1305.92,0.16
2023-12-30,CUST91658,38,Other,Home & Garden,Furniture,Europe,Online,1,592.01,0.9,586.47,0.15
2023-12-30,CUST91280,53,Male,Beauty,Makeup Kit,Europe,Online,4,945.9,26.3,2789.94,0.16
2023-12-30,CUST54617,43,Male,Electronics,Apple Watch,North America,Retail,4,925.29,10.1,3326.85,0.22
2023-12-30,CUST22557,49,Female,Sports,Gym Equipment,Australia,Social Media,3,691.17,27.8,1497.28,0.33
2023-12-30,CUST88120,59,Male,Home & Garden,Lighting,Africa,Online,2,495.83,23.4,759.93,0.14
2023-12-31,CUST45380,56,Female,Automotive,Maintenance Kits,Europe,Mobile App,3,12.23,25.3,27.4,0.25
2023-12-31,CUST29537,54,Male,Sports,Basketball,Europe,Marketplace,5,524.54,25.9,1942.37,0.33
2023-12-31,CUST54650,46,Other,Home & Garden,Lighting,Australia,Online,2,801.74,16.5,1339.02,0.3
2023-12-31,CUST83820,63,Male,Books,Web Development,North America,Marketplace,5,229.51,25.2,858.37,0.32
2023-12-31,CUST92905,18,Female,Toys,Puzzles,Africa,Retail,5,64.07,15.6,270.33,0.36
2023-12-31,CUST59008,75,Other,Electronics,Apple Watch,Africa,Online,5,261.96,28.4,937.8,0.16
2023-12-31,CUST11630,36,Male,Books,Python Programming,North America,Marketplace,4,229.03,8.3,840.18,0.12
2024-01-01,CUST20760,33,Other,Electronics,AirPods,Europe,Marketplace,4,804.82,7.8,2968.77,0.34
2024-01-01,CUST27150,29,Male,Electronics,Sony Headphones,Europe,Social Media,1,127.62,8.3,116.98,0.22
2024-01-01,CUST66307,33,Male,Home & Garden,Furniture,South America,Retail,1,182.59,7.1,169.68,0.22
2024-01-01,CUST78151,30,Male,Electronics,MacBook Pro,North America,Social Media,4,95.28,8.9,347.04,0.2
2024-01-01,CUST18282,26,Female,Sports,Yoga Mat,Asia,Retail,2,805.46,25.7,1196.16,0.3
2024-01-01,CUST35075,63,Male,Beauty,Nail Polish,Europe,Retail,5,496.3,11.9,2186.73,0.36
2024-01-01,CUST46926,71,Male,Automotive,Accessories,Africa,Online,4,940.8,0.4,3747.09,0.34
2024-01-01,CUST19446,21,Other,Sports,Running Shoes,South America,Social Media,5,559.17,19.9,2238.98,0.28
2024-01-01,CUST59755,22,Female,Automotive,Accessories,South America,Retail,1,480.3,19.9,384.89,0.18
2024-01-01,CUST52686,26,Male,Beauty,Hair Products,South America,Marketplace,1,319.4,15.1,271.19,0.11
2024-01-01,CUST54133,29,Female,Beauty,Perfume,Australia,Marketplace,5,553.25,4.5,2640.79,0.37
2024-01-02,CUST58310,26,Other,Toys,LEGO Set,Asia,Online,5,886.54,7.2,4115.74,0.4
2024-01-02,CUST45462,58,Other,Beauty,Makeup Kit,South America,Retail,2,127.33,26.0,188.33,0.22
2024-01-02,CUST60284,29,Female,Automotive,Cleaning Products,Asia,Social Media,1,383.29,20.0,306.81,0.32
2024-01-02,CUST48855,75,Female,Books,Python Programming,North America,Retail,3,679.53,21.3,1604.78,0.38
2024-01-02,CUST82969,24,Female,Clothing,Zara Dress,Asia,Mobile App,2,580.36,28.5,829.65,0.15
2024-01-02,CUST20687,75,Male,Beauty,Makeup Kit,Europe,Retail,3,778.41,22.6,1807.74,0.32
2024-01-02,CUST93539,25,Male,Automotive,Tools,Asia,Mobile App,2,810.27,8.8,1477.84,0.3
2024-01-02,CUST17353,59,Male,Books,AI Basics,Asia,Mobile App,4,465.3,21.2,1466.09,0.22
2024-01-02,CUST30499,28,Male,Sports,Basketball,Africa,Social Media,2,822.92,6.7,1536.23,0.33
2024-01-02,CUST38468,20,Female,Automotive,Cleaning Products,South America,Mobile App,2,148.26,8.4,271.59,0.24
2024-01-02,CUST80613,53,Male,Automotive,Maintenance Kits,Europe,Online,2,658.14,24.8,990.25,0.25
2024-01-02,CUST10130,37,Male,Electronics,Samsung TV,Europe,Mobile App,2,492.61,10.6,880.83,0.26
2024-01-03,CUST42171,64,Female,Beauty,Perfume,Australia,Mobile App,3,810.08,23.1,1868.39,0.23
2024-01-03,CUST68336,71,Other,Sports,Basketball,South America,Mobile App,2,949.76,25.7,1411.97,0.26
2024-01-03,CUST55247,73,Other,Electronics,AirPods,North America,Social Media,1,628.45,27.8,453.6,0.26
2024-01-03,CUST32173,72,Female,Clothing,Nike Shoes,Asia,Retail,5,867.23,24.0,3293.89,0.14
2024-01-03,CUST70776,35,Female,Home & Garden,Garden Tools,Australia,Mobile App,2,730.85,17.8,1201.03,0.19
2024-01-03,CUST59803,57,Female,Sports,Running Shoes,Australia,Mobile App,3,799.04,16.5,2001.31,0.3
2024-01-03,CUST75450,47,Female,Beauty,Hair Products,Australia,Online,5,453.01,17.6,1865.84,0.27
2024-01-03,CUST61036,23,Male,Electronics,AirPods,North America,Retail,4,935.97,18.8,3040.86,0.11
2024-01-03,CUST74154,66,Female,Electronics,iPhone 15,Australia,Online,4,297.63,12.4,1043.36,0.34
2024-01-03,CUST53055,44,Other,Sports,Basketball,Europe,Social Media,2,416.85,21.3,656.34,0.13
2024-01-03,CUST21020,50,Other,Clothing,Adidas Jacket,Australia,Mobile App,4,671.84,27.0,1961.45,0.36
2024-01-03,CUST84040,69,Other,Sports,Tennis Racket,Asia,Mobile App,5,288.86,8.1,1327.88,0.19
2024-01-03,CUST43535,36,Other,Clothing,Zara Dress,North America,Social Media,1,531.5,20.5,422.36,0.29
2024-01-03,CUST32696,60,Male,Beauty,Hair Products,North America,Retail,1,477.45,4.8,454.47,0.28
2024-01-04,CUST67269,40,Female,Automotive,Maintenance Kits,South America,Online,3,603.28,23.5,1384.59,0.14
2024-01-04,CUST57080,57,Other,Sports,Yoga Mat,North America,Online,1,994.18,4.2,952.73,0.26
2024-01-04,CUST51827,24,Male,Sports,Basketball,North America,Marketplace,1,495.24,18.1,405.66,0.23
2024-01-04,CUST35840,72,Male,Clothing,Levi's Jeans,South America,Online,5,999.64,5.6,4720.46,0.11
2024-01-04,CUST77614,20,Other,Toys,Puzzles,South America,Social Media,5,912.76,3.8,4392.46,0.21
2024-01-04,CUST22213,74,Other,Electronics,Samsung TV,Africa,Marketplace,2,119.15,26.7,174.71,0.39
2024-01-04,CUST76897,25,Female,Home & Garden,Lighting,Australia,Marketplace,2,847.05,21.5,1330.36,0.16
2024-01-04,CUST68000,34,Female,Sports,Gym Equipment,North America,Mobile App,2,534.8,1.5,1053.79,0.39
2024-01-04,CUST25521,32,Male,Home & Garden,Garden Tools,Africa,Mobile App,3,72.67,17.6,179.7,0.16
2024-01-04,CUST71116,32,Female,Electronics,Samsung TV,South America,Mobile App,2,800.81,4.0,1537.37,0.18
2024-01-04,CUST54725,26,Male,Clothing,Nike Shoes,Asia,Mobile App,2,827.95,14.7,1412.11,0.28
2024-01-04,CUST78070,28,Female,Beauty,Hair Products,Australia,Online,2,607.08,7.6,1122.28,0.13
2024-01-04,CUST27033,64,Other,Electronics,Sony Headphones,Africa,Mobile App,4,81.08,19.1,262.28,0.12
2024-01-04,CUST90962,35,Female,Books,AI Basics,Europe,Online,1,672.06,29.0,477.36,0.12
2024-01-04,CUST10994,52,Other,Sports,Basketball,Europe,Retail,2,25.9,7.1,48.12,0.28
2024-01-05,CUST29266,61,Female,Beauty,Perfume,South America,Online,5,962.24,9.8,4338.61,0.36
2024-01-05,CUST76810,46,Male,Sports,Running Shoes,South America,Marketplace,2,697.02,24.5,1052.75,0.14
2024-01-05,CUST75874,47,Male,Electronics,Apple Watch,South America,Social Media,4,46.39,14.9,157.98,0.35
2024-01-05,CUST78517,55,Other,Automotive,Car Parts,South America,Retail,3,625.71,7.8,1731.22,0.26
2024-01-05,CUST75785,43,Female,Beauty,Perfume,South America,Mobile App,2,609.75,3.8,1173.38,0.36
2024-01-05,CUST42380,68,Male,Clothing,Adidas Jacket,South America,Marketplace,2,590.13,27.7,852.89,0.38
2024-01-05,CUST69933,25,Female,Home & Garden,Kitchen Appliances,North America,Retail,1,619.17,0.1,618.62,0.29
2024-01-05,CUST34803,35,Female,Toys,Board Games,North America,Marketplace,4,992.66,14.2,3407.83,0.28
2024-01-05,CUST29600,53,Other,Beauty,Nail Polish,Australia,Marketplace,1,403.89,4.1,387.46,0.35
2024-01-05,CUST72361,41,Other,Automotive,Car Parts,Asia,Mobile App,3,621.36,8.7,1701.94,0.22
2024-01-05,CUST18715,62,Female,Electronics,iPad,North America,Social Media,3,805.34,15.1,2050.79,0.13
2024-01-05,CUST24438,51,Female,Electronics,iPad,North America,Marketplace,2,578.04,28.7,824.73,0.25
2024-01-05,CUST62391,22,Female,Electronics,iPad,South America,Mobile App,3,344.17,15.9,868.7,0.31
2024-01-05,CUST23596,32,Female,Electronics,Sony Headphones,North America,Social Media,3,144.89,25.3,324.8,0.38
2024-01-06,CUST12103,62,Other,Clothing,Levi's Jeans,Asia,Online,5,318.11,25.8,1180.31,0.11
2024-01-06,CUST89656,48,Female,Books,Python Programming,Europe,Marketplace,2,919.79,13.3,1595.42,0.29
2024-01-06,CUST88738,22,Other,Beauty,Perfume,Africa,Mobile App,3,192.24,16.4,482.01,0.18
2024-01-06,CUST68387,23,Male,Sports,Yoga Mat,Asia,Online,2,628.84,23.5,962.26,0.22
2024-01-06,CUST94365,72,Female,Sports,Yoga Mat,Australia,Marketplace,4,163.88,18.9,531.77,0.21
2024-01-06,CUST51938,40,Male,Clothing,Uniqlo Sweater,North America,Online,5,847.19,9.5,3835.55,0.36
2024-01-06,CUST82537,34,Male,Sports,Gym Equipment,Europe,Retail,4,257.82,26.6,756.76,0.14
2024-01-06,CUST46752,63,Female,Clothing,Zara Dress,Asia,Retail,3,625.72,15.3,1589.5,0.11
2024-01-06,CUST83874,70,Female,Electronics,MacBook Pro,North America,Marketplace,3,434.66,29.5,918.96,0.11
2024-01-06,CUST83194,53,Male,Sports,Gym Equipment,Africa,Mobile App,1,59.07,9.1,53.7,0.26
2024-01-06,CUST40856,47,Male,Clothing,Zara Dress,North America,Marketplace,5,744.57,13.0,3240.12,0.19
2024-01-06,CUST91388,74,Male,Electronics,Apple Watch,North America,Online,1,785.3,3.6,756.95,0.25
2024-01-07,CUST58020,60,Male,Automotive,Tools,Australia,Online,4,145.88,1.4,575.26,0.22
2024-01-07,CUST43967,66,Male,Sports,Tennis Racket,South America,Mobile App,2,423.57,12.8,738.76,0.12
2024-01-07,CUST92817,63,Male,Clothing,H&M Shirt,Asia,Online,1,52.54,16.9,43.66,0.14
2024-01-07,CUST79634,28,Male,Books,Machine Learning,Asia,Mobile App,5,615.96,17.4,2545.22,0.21
2024-01-07,CUST11661,29,Male,Beauty,Nail Polish,Africa,Online,3,737.14,1.2,2184.03,0.29
2024-01-07,CUST78788,38,Female,Beauty,Perfume,South America,Retail,2,799.85,20.0,1280.28,0.2
2024-01-07,CUST35554,66,Female,Automotive,Cleaning Products,South America,Social Media,4,239.54,21.9,748.41,0.32
2024-01-08,CUST91262,44,Female,Automotive,Car Parts,South America,Marketplace,3,510.14,5.3,1449.18,0.4
2024-01-08,CUST34743,19,Male,Sports,Running Shoes,Australia,Retail,5,454.4,6.2,2131.05,0.28
2024-01-08,CUST36543,39,Male,Books,Web Development,North America,Marketplace,3,574.62,23.9,1312.02,0.29
2024-01-08,CUST89721,73,Female,Automotive,Tools,North America,Mobile App,3,313.35,29.0,667.24,0.2
2024-01-08,CUST24821,33,Female,Toys,Board Games,Africa,Online,3,158.16,12.6,414.68,0.11
2024-01-08,CUST17981,34,Male,Toys,Educational Toys,South America,Online,3,82.66,11.1,220.57,0.24
2024-01-08,CUST49883,35,Female,Toys,Educational Toys,Europe,Retail,4,180.66,18.0,592.91,0.14
2024-01-08,CUST33479,42,Female,Electronics,AirPods,Africa,Online,5,651.48,27.1,2375.7,0.24
2024-01-08,CUST35248,34,Female,Home & Garden,Coffee Maker,Australia,Marketplace,5,78.97,11.2,350.49,0.23
2024-01-08,CUST48505,49,Male,Clothing,H&M Shirt,Asia,Online,1,515.38,0.6,512.25,0.32
2024-01-08,CUST17925,65,Other,Home & Garden,Coffee Maker,Asia,Social Media,1,483.29,12.8,421.25,0.38
2024-01-08,CUST49940,49,Female,Books,Web Development,Australia,Retail,1,445.13,19.4,358.8,0.17
2024-01-08,CUST83506,26,Female,Home & Garden,Furniture,Australia,Mobile App,2,258.06,8.2,473.66,0.19
2024-01-08,CUST60647,32,Male,Home & Garden,Coffee Maker,South America,Retail,4,276.38,13.5,956.03,0.27
2024-01-09,CUST31813,54,Female,Clothing,Levi's Jeans,Asia,Mobile App,2,469.77,2.4,916.94,0.14
2024-01-09,CUST88828,29,Female,Clothing,Nike Shoes,Europe,Marketplace,5,760.13,15.4,3214.06,0.14
2024-01-09,CUST56180,75,Other,Books,Data Science Guide,Australia,Marketplace,4,309.58,18.0,1015.77,0.21
2024-01-09,CUST61013,58,Female,Clothing,Levi's Jeans,North America,Marketplace,5,865.87,25.8,3212.97,0.37
2024-01-09,CUST11380,48,Male,Beauty,Nail Polish,Africa,Online,2,907.59,22.3,1410.4,0.25
2024-01-09,CUST27233,34,Male,Home & Garden,Garden Tools,Asia,Online,1,459.87,19.4,370.7,0.12
2024-01-09,CUST78798,42,Other,Books,Python Programming,South America,Online,2,841.07,29.0,1194.99,0.32
2024-01-09,CUST15519,57,Female,Sports,Tennis Racket,South America,Marketplace,5,800.07,5.2,3790.66,0.33
2024-01-09,CUST12337,50,Other,Books,Python Programming,Europe,Marketplace,5,352.97,21.8,1380.0,0.18
2024-01-10,CUST35602,41,Male,Toys,Puzzles,South America,Retail,4,655.6,5.7,2473.64,0.2
2024-01-10,CUST76072,18,Male,Home & Garden,Lighting,Europe,Online,4,803.02,13.9,2764.88,0.15
2024-01-10,CUST34782,73,Other,Toys,LEGO Set,North America,Marketplace,1,349.21,25.1,261.63,0.39
2024-01-10,CUST82167,26,Other,Toys,Educational Toys,Europe,Mobile App,4,462.06,28.5,1321.28,0.28
2024-01-10,CUST82225,51,Other,Books,Machine Learning,Australia,Mobile App,2,450.32,20.6,715.41,0.36
2024-01-10,CUST82407,41,Other,Sports,Basketball,Australia,Mobile App,1,74.69,10.3,67.0,0.38
2024-01-10,CUST76122,25,Other,Toys,Puzzles,Africa,Mobile App,4,533.99,25.3,1596.54,0.3
2024-01-10,CUST72500,70,Female,Sports,Yoga Mat,Europe,Social Media,5,443.07,9.1,2013.0,0.15
2024-01-10,CUST25142,52,Female,Sports,Basketball,South America,Online,3,325.79,20.1,781.12,0.17
2024-01-10,CUST38619,19,Female,Books,Web Development,North America,Mobile App,1,601.24,13.3,521.24,0.24
2024-01-10,CUST90679,31,Other,Home & Garden,Lighting,Australia,Retail,1,828.77,17.0,688.05,0.34
2024-01-10,CUST74948,52,Female,Sports,Tennis Racket,North America,Online,5,534.85,26.4,1968.58,0.34
2024-01-10,CUST79692,29,Male,Beauty,Nail Polish,Australia,Mobile App,5,583.61,28.3,2091.51,0.31
2024-01-11,CUST11005,68,Female,Books,Machine Learning,Australia,Mobile App,5,994.39,15.1,4220.6,0.28
2024-01-11,CUST90747,42,Female,Home & Garden,Garden Tools,Europe,Online,1,522.9,22.7,404.03,0.22
2024-01-11,CUST80728,33,Female,Sports,Gym Equipment,Europe,Online,4,123.19,24.2,373.39,0.27
2024-01-11,CUST24107,63,Male,Automotive,Car Parts,Europe,Social Media,5,481.76,6.4,2254.37,0.37
2024-01-11,CUST21776,55,Other,Sports,Running Shoes,Asia,Social Media,5,95.19,15.6,401.53,0.36
2024-01-11,CUST32088,58,Male,Electronics,iPhone 15,Europe,Online,1,161.3,29.6,113.49,0.3
2024-01-11,CUST63794,46,Female,Sports,Yoga Mat,North America,Social Media,4,913.4,29.4,2577.8,0.39
2024-01-12,CUST91971,62,Female,Toys,Puzzles,Asia,Social Media,1,204.68,9.9,184.47,0.14
2024-01-12,CUST53725,44,Female,Automotive,Cleaning Products,Europe,Social Media,2,29.25,8.2,53.72,0.12
2024-01-12,CUST96042,41,Other,Beauty,Hair Products,Africa,Mobile App,3,150.49,15.3,382.42,0.32
2024-01-12,CUST50097,71,Male,Home & Garden,Coffee Maker,Europe,Social Media,3,412.65,29.9,867.89,0.35
2024-01-12,CUST19566,26,Other,Toys,Board Games,Africa,Marketplace,3,84.97,16.6,212.51,0.2
2024-01-12,CUST96848,37,Female,Home & Garden,Lighting,Asia,Retail,2,254.77,27.1,371.24,0.31
2024-01-12,CUST15584,31,Other,Books,AI Basics,South America,Mobile App,1,523.95,9.8,472.79,0.33
2024-01-12,CUST89183,75,Female,Books,AI Basics,South America,Mobile App,3,627.18,12.6,1645.04,0.35
2024-01-12,CUST57169,38,Male,Automotive,Tools,Europe,Marketplace,4,638.8,17.4,2110.18,0.37
